registrikood,tegevusala,alguskuupaev,loppkuupaev,staatus,allikas
12798144,Toitlustamine,19.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12792526,Jaekaubandus,19.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12775321,Toitlustamine,19.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12209219,Toitlustamine,18.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12800527,Toitlustamine,18.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11554492,Hulgikaubandus,17.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12801604,Hulgikaubandus,17.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12209975,Toitlustamine,17.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
75009196,Jaekaubandus,16.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12801127,Jaekaubandus,16.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10320266,Metsapuude kultiveerimismaterjali tarnimine,15.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12206043,Jaekaubandus,13.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12636754,Toitlustamine,12.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10632741,Jaekaubandus,11.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10656167,Renditööjőu vahendamine,11.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12664053,Metsapuude kultiveerimismaterjali tarnimine,10.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12794442,Hulgikaubandus,06.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10614140,Metsapuude kultiveerimismaterjali tarnimine,04.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10106277,Jaekaubandus,04.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12218618,Renditööjőu vahendamine,04.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12745567,Toitlustamine,03.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11024895,Toitlustamine,03.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12673661,Hulgikaubandus,03.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12739549,Toitlustamine,02.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12792348,Metsapuude kultiveerimismaterjali tarnimine,02.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12468961,Hulgikaubandus,01.02.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10164932,Toitlustamine,30.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12180651,Toitlustamine,27.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12785727,Hulgikaubandus,27.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12752878,Jaekaubandus,27.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11438981,Jaekaubandus,27.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11681983,Renditööjőu vahendamine,26.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11681983,Töövahendus,26.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10919603,Jaekaubandus,23.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12392057,Hulgikaubandus,22.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12774988,Toitlustamine,21.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12233175,Toitlustamine,20.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10584901,Jaekaubandus,20.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12777691,Toitlustamine,20.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12532506,Renditööjőu vahendamine,20.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12777691,Jaekaubandus,20.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
70006139,Jaekaubandus,19.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12650424,Toitlustamine,19.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11040149,Hulgikaubandus,19.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10122678,Toitlustamine,18.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
80228740,Toitlustamine,16.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12302769,Jaekaubandus,16.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11320707,Toitlustamine,16.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12328022,Toitlustamine,16.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11007413,Toitlustamine,15.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12779000,Toitlustamine,14.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11281798,Renditööjőu vahendamine,14.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11039904,Jaekaubandus,13.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12727664,Jaekaubandus,13.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10242750,Jaekaubandus,12.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12227849,Jaekaubandus,12.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12771487,Hulgikaubandus,10.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10331672,Toitlustamine,09.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10512669,Toitlustamine,08.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12376331,Jaekaubandus,08.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
80365721,Jaekaubandus,08.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12659106,Toitlustamine,08.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12669820,Jaekaubandus,08.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12643418,Toitlustamine,07.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12103366,Toitlustamine,07.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
10705380,Toitlustamine,07.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11983069,Toitlustamine,06.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12269167,Hulgikaubandus,05.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12722553,Jaekaubandus,05.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12762554,Jaekaubandus,03.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12358936,Jaekaubandus,01.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11263412,Jaekaubandus,01.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11263412,Toitlustamine,01.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
12358936,Hulgikaubandus,01.01.2015,Tähtajatu,Jah,MTR_2025-10-31.csv
11360931,Hulgikaubandus,31.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12243819,Toitlustamine,30.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11309290,Jaekaubandus,29.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12620268,Hulgikaubandus,29.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12226956,Jaekaubandus,22.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12698483,Jaekaubandus,21.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11789212,Renditööjőu vahendamine,21.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11469912,Toitlustamine,20.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12699784,Toitlustamine,20.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12743864,Toitlustamine,19.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
70004459,Toitlustamine,19.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11067148,Hulgikaubandus,17.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12692776,Hulgikaubandus,16.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12690323,Jaekaubandus,16.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12690323,Hulgikaubandus,16.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12638943,Toitlustamine,15.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12763985,Toitlustamine,15.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12555743,Toitlustamine,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12709927,Toitlustamine,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12367257,Toitlustamine,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12327806,Jaekaubandus,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11189006,Toitlustamine,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12637323,Jaekaubandus,11.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12683228,Jaekaubandus,10.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12751645,Jaekaubandus,09.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12675482,Hulgikaubandus,08.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12598066,Toitlustamine,08.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10250531,Metsapuude kultiveerimismaterjali tarnimine,05.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12735830,Hulgikaubandus,04.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12759015,Jaekaubandus,03.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12648172,Toitlustamine,03.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12701009,Toitlustamine,03.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80364733,Toitlustamine,03.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11151920,Toitlustamine,02.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12721466,Hulgikaubandus,02.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12694396,Jaekaubandus,02.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11706619,Jaekaubandus,01.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10159983,Toitlustamine,01.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12749982,Jaekaubandus,01.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11032055,Hulgikaubandus,01.12.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12410826,Hulgikaubandus,29.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12410826,Jaekaubandus,29.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10267359,Jaekaubandus,28.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12756105,Toitlustamine,27.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11503247,Toitlustamine,27.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12760006,Hulgikaubandus,27.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12751645,Hulgikaubandus,26.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12674821,Toitlustamine,26.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12018459,Hulgikaubandus,25.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12220770,Jaekaubandus,25.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10532519,Metsapuude kultiveerimismaterjali tarnimine,25.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12754900,Hulgikaubandus,25.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12373918,Toitlustamine,24.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12612702,Toitlustamine,24.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11547032,Reisiettevőtjana tegutsemine,19.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11821065,Jaekaubandus,18.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12646635,Toitlustamine,18.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12138399,Toitlustamine,18.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12718564,Jaekaubandus,17.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12721779,Toitlustamine,17.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12751183,Jaekaubandus,17.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12751183,Hulgikaubandus,17.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12664136,Toitlustamine,14.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12273743,Toitlustamine,13.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10144196,Jaekaubandus,10.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12657923,Renditööjőu vahendamine,10.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12736678,Jaekaubandus,06.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10998235,Jaekaubandus,05.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10998235,Hulgikaubandus,05.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10344930,Jaekaubandus,05.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10886571,Jaekaubandus,03.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12743864,Jaekaubandus,03.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12743806,Renditööjőu vahendamine,03.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11974583,Jaekaubandus,03.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80364147,Töövahendus,03.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12718659,Toitlustamine,02.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12262202,Jaekaubandus,01.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12262202,Toitlustamine,01.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12717068,Jaekaubandus,01.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10159983,Toitlustamine,01.11.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12664142,Toitlustamine,31.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11132041,Toitlustamine,31.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11920608,Toitlustamine,30.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10522366,Hulgikaubandus,30.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12042251,Hulgikaubandus,30.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12707851,Jaekaubandus,30.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10641409,Jaekaubandus,30.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12719297,Jaekaubandus,28.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12510963,Hulgikaubandus,27.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12095365,Toitlustamine,23.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12463876,Toitlustamine,23.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12175555,Toitlustamine,23.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10903097,Toitlustamine,23.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12727049,Toitlustamine,22.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10348543,Toitlustamine,22.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11129725,Toitlustamine,22.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80309349,Metsapuude kultiveerimismaterjali tarnimine,21.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12689857,Toitlustamine,21.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11315971,Renditööjőu vahendamine,21.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11584889,Hulgikaubandus,21.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10321573,Toitlustamine,20.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10541725,Toitlustamine,20.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12596328,Toitlustamine,15.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10634036,Renditööjőu vahendamine,15.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10739315,Jaekaubandus,15.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11657973,Jaekaubandus,15.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11657973,Toitlustamine,15.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12733890,Hulgikaubandus,14.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10622441,Renditööjőu vahendamine,14.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10622441,Töövahendus,14.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12723643,Toitlustamine,13.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12518966,Hulgikaubandus,09.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12648947,Toitlustamine,09.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11285974,Jaekaubandus,08.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11285974,Toitlustamine,08.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12718564,Hulgikaubandus,06.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12386826,Jaekaubandus,03.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12638564,Hulgikaubandus,02.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12700978,Hulgikaubandus,02.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12639428,Toitlustamine,01.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10251016,Jaekaubandus,01.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10391131,Renditööjőu vahendamine,01.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12668016,Jaekaubandus,01.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12689745,Jaekaubandus,01.10.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11240227,Hulgikaubandus,30.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12726699,Hulgikaubandus,29.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12724720,Hulgikaubandus,29.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12052507,Hulgikaubandus,29.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12625857,Hulgikaubandus,26.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12211877,Renditööjőu vahendamine,25.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80309289,Toitlustamine,25.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12471845,Jaekaubandus,25.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11067148,Toitlustamine,24.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11185994,Jaekaubandus,23.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10051286,Hulgikaubandus,23.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80230613,Toitlustamine,22.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11136300,Hulgikaubandus,22.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10553579,Hulgikaubandus,22.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10170772,Toitlustamine,18.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12683228,Hulgikaubandus,18.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10236206,Toitlustamine,16.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12708543,Renditööjőu vahendamine,15.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12705036,Metsapuude kultiveerimismaterjali tarnimine,14.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12712533,Toitlustamine,12.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12520225,Jaekaubandus,12.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10867546,Toitlustamine,10.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12616338,Toitlustamine,09.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12605719,Toitlustamine,09.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12605719,Jaekaubandus,09.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10474348,Hulgikaubandus,09.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12096075,Jaekaubandus,09.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12711338,Toitlustamine,08.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12692247,Toitlustamine,06.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12042251,Jaekaubandus,04.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12623156,Toitlustamine,03.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
80166588,Toitlustamine,02.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12247912,Jaekaubandus,02.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10305686,Jaekaubandus,01.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11280161,Toitlustamine,01.09.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10113082,Metsapuude kultiveerimismaterjali tarnimine,30.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12438428,Toitlustamine,29.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10742659,Jaekaubandus,28.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12480614,Toitlustamine,28.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10742659,Hulgikaubandus,28.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12705295,Jaekaubandus,26.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10606175,Metsapuude kultiveerimismaterjali tarnimine,26.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12334657,Töövahendus,22.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12560365,Toitlustamine,22.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12334657,Renditööjőu vahendamine,22.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12679310,Renditööjőu vahendamine,21.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12679310,Töövahendus,21.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12687350,Toitlustamine,19.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12622899,Toitlustamine,19.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12386826,Hulgikaubandus,18.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10951185,Toitlustamine,18.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12681092,Hulgikaubandus,18.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12681092,Jaekaubandus,18.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12525825,Toitlustamine,16.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10805451,Hulgikaubandus,14.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12678084,Toitlustamine,12.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12505604,Toitlustamine,12.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12689544,Hulgikaubandus,12.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12112135,Jaekaubandus,10.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12252422,Jaekaubandus,08.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10136870,Jaekaubandus,08.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12509981,Toitlustamine,08.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10238429,Jaekaubandus,06.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12699071,Toitlustamine,06.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10944469,Jaekaubandus,05.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12654149,Renditööjőu vahendamine,04.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11507038,Jaekaubandus,04.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12654149,Töövahendus,04.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11697323,Toitlustamine,02.08.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10684689,Toitlustamine,31.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10072791,Jaekaubandus,30.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12593040,Jaekaubandus,30.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10232094,Jaekaubandus,29.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12630203,Toitlustamine,29.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12554985,Jaekaubandus,29.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12695705,Jaekaubandus,28.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10928281,Toitlustamine,28.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10511210,Toitlustamine,28.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11140224,Renditööjőu vahendamine,24.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10812443,Jaekaubandus,24.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12620386,Toitlustamine,24.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10631374,Toitlustamine,23.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11185669,Toitlustamine,23.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10136232,Jaekaubandus,23.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12561904,Toitlustamine,23.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12561904,Toitlustamine,23.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11658731,Toitlustamine,22.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10062670,Hulgikaubandus,22.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12616002,Toitlustamine,21.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12682200,Toitlustamine,20.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12686043,Toitlustamine,17.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10374019,Jaekaubandus,17.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
75025710,Toitlustamine,17.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12520124,Toitlustamine,16.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12640029,Toitlustamine,15.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11107149,Toitlustamine,15.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11891580,Toitlustamine,15.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
12683234,Hulgikaubandus,14.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11535046,Hulgikaubandus,14.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
11440328,Jaekaubandus,11.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10171518,Jaekaubandus,11.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
10171518,Toitlustamine,11.07.2014,Tähtajatu,Jah,MTR_2025-10-31.csv
