registrikood,tegevusala,alguskuupaev,loppkuupaev,staatus,allikas
16939469,Toitlustamine,30.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17060265,Toitlustamine,29.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17056312,Toitlustamine,29.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12809586,Renditööjőu vahendamine,29.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14256447,Toitlustamine,28.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17120642,Toitlustamine,28.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16990528,Toitlustamine,28.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17073049,Toitlustamine,27.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17091969,Toitlustamine,26.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17090415,Jaekaubandus,26.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17090415,Toitlustamine,26.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12939426,Jaekaubandus,25.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12459956,Toitlustamine,25.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16615005,Toitlustamine,25.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12510002,Toitlustamine,25.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17114647,Jaekaubandus,22.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16955285,Jaekaubandus,22.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14820793,Toitlustamine,22.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16787433,Elektrienergia müük,21.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16821727,Jaekaubandus,21.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12564191,Toitlustamine,21.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16103908,Renditööjőu vahendamine,20.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16922078,Toitlustamine,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17095944,Renditööjőu vahendamine,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17113820,Renditööjőu vahendamine,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12771903,Jaekaubandus,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14965497,Toitlustamine,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11196176,Töövahendus,19.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12808150,Jaekaubandus,15.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16923327,Hulgikaubandus,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16923327,Jaekaubandus,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17024849,Toitlustamine,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10147431,Toitlustamine,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11371946,Renditööjőu vahendamine,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80385474,Jaekaubandus,14.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11721518,Hulgikaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14391783,Renditööjőu vahendamine,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17066693,Jaekaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17105140,Jaekaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12771903,Toitlustamine,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16900562,Toitlustamine,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14926468,Hulgikaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14926468,Jaekaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10723343,Hulgikaubandus,13.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16951884,Renditööjőu vahendamine,12.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16951921,Toitlustamine,12.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17068999,Toitlustamine,11.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17008939,Toitlustamine,11.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16653491,Renditööjőu vahendamine,11.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17009436,Toitlustamine,10.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17100771,Jaekaubandus,10.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14670780,Hulgikaubandus,08.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17108486,Jaekaubandus,07.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14529359,Hulgikaubandus,07.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14980226,Renditööjőu vahendamine,07.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12253383,Elektrienergia müük,07.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16982657,Toitlustamine,06.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14421410,Töövahendus,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14421410,Renditööjőu vahendamine,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16303547,Toitlustamine,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17102070,Toitlustamine,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12817321,Jaekaubandus,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12926375,Toitlustamine,05.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12467482,Renditööjőu vahendamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12966593,Toitlustamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14608975,Töövahendus,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80294228,Renditööjőu vahendamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14608975,Renditööjőu vahendamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14638887,Renditööjőu vahendamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17008738,Toitlustamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16684868,Töövahendus,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16684868,Renditööjőu vahendamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17054690,Toitlustamine,04.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17070192,Toitlustamine,03.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16008081,Toitlustamine,01.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17103394,Toitlustamine,01.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16315214,Toitlustamine,01.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17086342,Toitlustamine,01.11.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10221759,Toitlustamine,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16842209,Toitlustamine,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10020297,Hulgikaubandus,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16327157,Toitlustamine,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17081646,Toitlustamine,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10328641,Jaekaubandus,31.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16850048,Toitlustamine,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17102456,Toitlustamine,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14775972,Elektrienergia müük,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16151066,Jaekaubandus,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17100607,Renditööjőu vahendamine,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17101231,Toitlustamine,30.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17076757,Jaekaubandus,29.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17097162,Töövahendus,29.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17097162,Renditööjőu vahendamine,29.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16968732,Toitlustamine,28.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17085940,Hulgikaubandus,28.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17096990,Toitlustamine,28.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14435807,Jaekaubandus,28.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14669994,Töövahendus,27.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17033624,Jaekaubandus,25.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17033624,Toitlustamine,25.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17056708,Toitlustamine,24.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11107675,Hulgikaubandus,24.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16234384,Toitlustamine,23.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16527301,Renditööjőu vahendamine,23.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10020765,Toitlustamine,23.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17065653,Hulgikaubandus,22.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17069763,Toitlustamine,22.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14711236,Hulgikaubandus,22.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16884260,Toitlustamine,21.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14386701,Renditööjőu vahendamine,21.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16519164,Toitlustamine,21.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17014963,Toitlustamine,19.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14338406,Gaasisőidukite kontrollijad,18.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16878354,Toitlustamine,18.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16949410,Jaekaubandus,18.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17042416,Toitlustamine,17.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16859664,Hulgikaubandus,17.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14450528,Renditööjőu vahendamine,16.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16695406,Jaekaubandus,16.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17089688,Renditööjőu vahendamine,16.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16695406,Toitlustamine,16.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16971485,Toitlustamine,15.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17058073,Toitlustamine,15.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16849246,Renditööjőu vahendamine,15.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16751850,Jaekaubandus,15.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16875315,Renditööjőu vahendamine,15.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12212925,Toitlustamine,14.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16831944,Toitlustamine,14.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16820308,Toitlustamine,14.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16755485,Toitlustamine,13.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14438272,Jaekaubandus,11.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14729934,Renditööjőu vahendamine,09.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80633340,Jaekaubandus,09.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10637709,Toitlustamine,09.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17086626,Renditööjőu vahendamine,08.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17048347,Jaekaubandus,08.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16749007,Renditööjőu vahendamine,08.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16480999,Renditööjőu vahendamine,08.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17059894,Hulgikaubandus,07.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17066977,Toitlustamine,06.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17057352,Toitlustamine,06.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17010994,Renditööjőu vahendamine,06.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16430889,Toitlustamine,05.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17069438,Jaekaubandus,04.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17046348,Renditööjőu vahendamine,04.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17069438,Toitlustamine,04.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17025375,Toitlustamine,04.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10993657,Toitlustamine,02.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17034552,Toitlustamine,01.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12527942,Renditööjőu vahendamine,01.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11920608,Renditööjőu vahendamine,01.10.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16284382,Renditööjőu vahendamine,30.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17074924,Toitlustamine,30.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17070447,Toitlustamine,29.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17039696,Jaekaubandus,28.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17002227,Jaekaubandus,27.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17002227,Hulgikaubandus,27.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17002227,Renditööjőu vahendamine,27.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16991547,Renditööjőu vahendamine,27.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17055123,Hulgikaubandus,26.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11263866,Jaekaubandus,26.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17070007,Hulgikaubandus,26.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16765118,Hulgikaubandus,26.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16987209,Toitlustamine,25.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16882309,Toitlustamine,25.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16970893,Renditööjőu vahendamine,25.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16991487,Toitlustamine,24.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14313441,Toitlustamine,23.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16904241,Toitlustamine,23.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16884811,Toitlustamine,23.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17048353,Jaekaubandus,23.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80643159,Toitlustamine,22.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17073954,Renditööjőu vahendamine,22.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17074072,Renditööjőu vahendamine,22.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17066546,Renditööjőu vahendamine,22.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12046355,Renditööjőu vahendamine,20.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17071139,Toitlustamine,19.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14014997,Hulgikaubandus,19.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11034551,Toitlustamine,18.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16444495,Renditööjőu vahendamine,18.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16712205,Toitlustamine,17.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17034262,Renditööjőu vahendamine,16.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16756214,Toitlustamine,14.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17038320,Jaekaubandus,14.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16608887,Jaekaubandus,14.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17065475,Hulgikaubandus,13.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12412848,Toitlustamine,13.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17058067,Hulgikaubandus,12.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16097415,Jaekaubandus,12.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17022495,Jaekaubandus,12.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17058067,Jaekaubandus,12.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17022495,Toitlustamine,12.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16023210,Toitlustamine,10.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12729108,Hulgikaubandus,10.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16627681,Toitlustamine,10.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12729108,Jaekaubandus,10.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16685342,Toitlustamine,09.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16982548,Toitlustamine,06.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14544666,Renditööjőu vahendamine,06.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12244871,Renditööjőu vahendamine,06.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16907370,Jaekaubandus,06.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80620490,Jaekaubandus,05.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16912789,Toitlustamine,04.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10213292,Toitlustamine,04.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17057990,Jaekaubandus,03.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16970781,Jaekaubandus,01.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16970781,Toitlustamine,01.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17052366,Toitlustamine,01.09.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16827658,Toitlustamine,29.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16933389,Jaekaubandus,29.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16928224,Hulgikaubandus,29.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80400943,Jaekaubandus,29.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16933627,Toitlustamine,29.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16308326,Renditööjőu vahendamine,28.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16863476,Hulgikaubandus,28.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16477075,Toitlustamine,28.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16863476,Jaekaubandus,28.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17043964,Toitlustamine,28.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17030991,Toitlustamine,27.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11549479,Jaekaubandus,27.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16683188,Töövahendus,26.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12165953,Renditööjőu vahendamine,23.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17026104,Toitlustamine,23.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12272979,Renditööjőu vahendamine,23.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12165953,Töövahendus,23.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11245437,Töövahendus,23.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17028907,Jaekaubandus,22.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11245437,Renditööjőu vahendamine,22.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16276342,Toitlustamine,21.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
55039685,Renditööjőu vahendamine,21.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16364595,Jaekaubandus,21.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16276342,Jaekaubandus,21.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17045596,Toitlustamine,21.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16955238,Toitlustamine,20.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17003600,Toitlustamine,19.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16493447,Jaekaubandus,19.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12594140,Jaekaubandus,19.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16994149,Toitlustamine,18.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14419398,Hulgikaubandus,17.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14419398,Jaekaubandus,17.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14419398,Toitlustamine,17.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16827724,Toitlustamine,17.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16994103,Toitlustamine,15.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16921771,Toitlustamine,14.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16794887,Renditööjőu vahendamine,14.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16921771,Jaekaubandus,14.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14438131,Toitlustamine,14.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14908174,Renditööjőu vahendamine,14.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16949605,Toitlustamine,13.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14953672,Toitlustamine,13.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16011253,Jaekaubandus,10.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16011253,Toitlustamine,10.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16011253,Hulgikaubandus,10.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10028896,Jaekaubandus,09.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16510275,Jaekaubandus,08.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16928543,Renditööjőu vahendamine,08.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16412800,Toitlustamine,08.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16814704,Toitlustamine,06.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17029396,Toitlustamine,06.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16368305,Toitlustamine,06.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17005450,Jaekaubandus,05.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11940806,Jaekaubandus,05.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14131773,Hulgikaubandus,02.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16940834,Jaekaubandus,02.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12302976,Jaekaubandus,01.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16202102,Jaekaubandus,01.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16903939,Pornograafia ja vägivalla demonstreerimine,01.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17039012,Toitlustamine,01.08.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14396148,Renditööjőu vahendamine,31.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17019564,Toitlustamine,31.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10103586,Toitlustamine,31.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16621514,Töövahendus,31.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
11148987,Toitlustamine,30.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16139496,Toitlustamine,30.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12862712,Renditööjőu vahendamine,30.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14155775,Jaekaubandus,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14155775,Toitlustamine,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16883332,Toitlustamine,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12036865,Toitlustamine,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
12036865,Jaekaubandus,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
14813706,Renditööjőu vahendamine,29.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16962652,Toitlustamine,28.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
77001754,Jaekaubandus,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17000694,Renditööjőu vahendamine,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17030494,Hulgikaubandus,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10024786,Hulgikaubandus,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17036002,Toitlustamine,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17029456,Renditööjőu vahendamine,26.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17032857,Hulgikaubandus,25.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16931568,Töövahendus,25.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16745245,Toitlustamine,25.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17006550,Jaekaubandus,25.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16618386,Toitlustamine,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16977091,Toitlustamine,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
17019883,Toitlustamine,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
10103586,Jaekaubandus,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
80349981,Toitlustamine,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16107332,Toitlustamine,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16618386,Jaekaubandus,24.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
16931522,Toitlustamine,23.07.2024,Tähtajatu,Jah,MTR_2025-10-31.csv
